%roll pitch yaw
-0.00291461 -0.00307409 -0.0466168
-0.00291943 -0.00307918 -0.046615
-0.00292094 -0.00306404 -0.0466242
-0.00292451 -0.0030684 -0.0466268
-0.00292292 -0.00306653 -0.046617
-0.00291431 -0.00304411 -0.0466287
-0.00291479 -0.00304724 -0.0466473
-0.00290973 -0.00305298 -0.0466627
-0.0029003 -0.00305705 -0.0466861
-0.00289738 -0.00304915 -0.0467116
-0.00289948 -0.00306538 -0.0467266
-0.00291003 -0.00307108 -0.0467252
-0.00292154 -0.00305922 -0.046728
-0.00292681 -0.00307863 -0.0467389
-0.00292489 -0.00306421 -0.0467437
-0.00291525 -0.00304868 -0.0467442
-0.00289732 -0.00306257 -0.0467472
-0.00289401 -0.00305847 -0.0467457
-0.0028915 -0.00304995 -0.0467448
-0.00288672 -0.00305779 -0.0467509
-0.00289004 -0.00307265 -0.04675
-0.0028871 -0.00307581 -0.0467605
-0.00287379 -0.00306987 -0.0467702
-0.00285656 -0.00307696 -0.0467916
-0.00285029 -0.00309145 -0.046817
-0.00284537 -0.00308572 -0.0468229
-0.00282621 -0.00309136 -0.0468282
-0.00280939 -0.00310456 -0.0468246
-0.00280816 -0.00311139 -0.0468308
-0.00281411 -0.00310863 -0.0468359
-0.00280605 -0.00311215 -0.0468513
-0.00280351 -0.00310472 -0.0468647
-0.0027995 -0.00308795 -0.0468642
-0.00279884 -0.00309609 -0.0468806
-0.0028012 -0.0030885 -0.0468925
-0.00280254 -0.00308165 -0.0469089
-0.00279738 -0.00308106 -0.0469249
-0.00279245 -0.00308478 -0.0469365
-0.0027962 -0.00308175 -0.0469422
-0.0027976 -0.00307558 -0.0469465
-0.00280015 -0.00308799 -0.0469657
-0.00280048 -0.00310121 -0.0469923
-0.00280147 -0.0031039 -0.0470118
-0.00279561 -0.003093 -0.0470291
-0.00279175 -0.00310649 -0.0470542
-0.00277961 -0.00313075 -0.0470774
-0.00277269 -0.00311938 -0.0470819
-0.00277239 -0.00311403 -0.0470868
-0.0027653 -0.00312766 -0.0470903
-0.00276353 -0.00314253 -0.0470765
-0.00275793 -0.00313127 -0.047078
-0.00275701 -0.00311739 -0.0470834
-0.00276274 -0.00313379 -0.0470838
-0.00276456 -0.00315327 -0.0470811
-0.00275785 -0.00315387 -0.0470844
-0.00276513 -0.00314045 -0.0470899
-0.00277229 -0.00313975 -0.0470907
-0.00277672 -0.00316638 -0.0471105
-0.00276293 -0.00315542 -0.0471318
