%roll pitch yaw
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.00708039 0.00139176 0
-0.00707135 0.00195497 0
-0.00765442 0.000528313 0
-0.00846268 -0.000331694 0
-0.00827765 -0.000869256 0
-0.00822244 0.00055154 0
-0.00757801 0.000479179 0
-0.00700752 0.00119201 0
-0.00731106 0.00241994 0
-0.00725461 0.00211169 0
-0.00752225 0.00150219 0
-0.0075606 -7.89372e-05 0
-0.00783653 -0.000420613 0
-0.00781857 -0.000742172 0
-0.00767136 -0.000719473 0
-0.00716118 0.00094322 0
-0.00746743 0.00150366 0
-0.00810824 0.00141485 0
-0.00845764 0.00135558 0
-0.00824492 0.00133795 0
-0.00823061 0.000552065 0
-0.0080832 0.00107745 0
