%roll pitch yaw
-0.00432878 -0.00471398 -0.364103
-0.0043301 -0.00470812 -0.364131
-0.0043346 -0.00470545 -0.364165
-0.00432826 -0.00468498 -0.364188
-0.00432663 -0.00467336 -0.364216
-0.00431823 -0.00466414 -0.364232
-0.00431557 -0.00466132 -0.36425
-0.00431498 -0.00466506 -0.364266
-0.00431895 -0.00468011 -0.364275
-0.00431017 -0.00469962 -0.36429
-0.0042963 -0.00471729 -0.364311
-0.00428702 -0.0047359 -0.364337
-0.00429583 -0.00475509 -0.36436
-0.00429732 -0.00476602 -0.36437
-0.00429956 -0.00476566 -0.364376
-0.00430533 -0.00476618 -0.364388
-0.00431086 -0.00476863 -0.364402
-0.00431504 -0.00477338 -0.364412
-0.00431967 -0.00477823 -0.364421
-0.00430677 -0.00476914 -0.364444
-0.00429323 -0.0047604 -0.364469
-0.00428561 -0.00475302 -0.364488
-0.00428565 -0.00473496 -0.36451
-0.00428436 -0.0047279 -0.36452
-0.00428365 -0.00471597 -0.364522
-0.00428733 -0.0047127 -0.364523
-0.00428582 -0.00470313 -0.364534
-0.00428211 -0.00471486 -0.364546
-0.00428913 -0.00473508 -0.364559
-0.00429229 -0.00474042 -0.364584
-0.00428147 -0.00475575 -0.364608
-0.0042817 -0.00478049 -0.364629
-0.00427805 -0.00479613 -0.36464
-0.00427387 -0.00481439 -0.364652
-0.00426146 -0.00481382 -0.364672
-0.00426456 -0.00482191 -0.36469
-0.00426476 -0.00482402 -0.364707
-0.00426019 -0.00481656 -0.364742
-0.0042582 -0.00480093 -0.364768
-0.00426088 -0.00480124 -0.364778
-0.00426609 -0.00481321 -0.364795
-0.00426921 -0.00482819 -0.36482
-0.00427379 -0.00485182 -0.364851
-0.00427323 -0.00484955 -0.364863
-0.00427817 -0.00483351 -0.364873
-0.0042861 -0.00481484 -0.364887
-0.00429339 -0.00479606 -0.364901
-0.00430111 -0.00479998 -0.364926
-0.00429773 -0.00479354 -0.36495
-0.00429723 -0.0047877 -0.364981
-0.00429211 -0.00478652 -0.365008
-0.0042893 -0.00480208 -0.365032
-0.00428993 -0.00482973 -0.365067
-0.00428383 -0.00483973 -0.365079
-0.00428516 -0.00485431 -0.365085
-0.00427561 -0.00485538 -0.365104
-0.0042679 -0.00484219 -0.365138
-0.00426213 -0.00482599 -0.365164
-0.0042532 -0.00481252 -0.365182
-0.00425555 -0.0048081 -0.365198
-0.00424815 -0.00481872 -0.365195
-0.00424354 -0.00483 -0.365205
-0.00423148 -0.00482863 -0.365228
-0.00422887 -0.00482674 -0.365248
-0.00422015 -0.00483126 -0.365256
-0.0042117 -0.00484229 -0.365259
-0.00420756 -0.0048335 -0.365261
-0.0042095 -0.00481871 -0.365266
-0.00421021 -0.00479698 -0.36528
-0.00421383 -0.00477954 -0.365294
-0.00422776 -0.00476365 -0.365327
-0.00423629 -0.0047579 -0.365343
-0.00424173 -0.0047593 -0.365357
-0.00424745 -0.0047681 -0.365378
-0.00424889 -0.00479126 -0.365388
-0.00425465 -0.00481282 -0.365401
-0.00425427 -0.0048265 -0.365404
-0.00425601 -0.00483736 -0.365424
-0.00425542 -0.00482379 -0.365427
-0.00425831 -0.00481199 -0.365446
-0.00426422 -0.00480533 -0.365468
-0.00426787 -0.00479264 -0.365474
-0.00426877 -0.00478636 -0.365483
-0.00426186 -0.00478074 -0.365487
-0.00426116 -0.004798 -0.365506
-0.00425882 -0.00480152 -0.365547
-0.00426378 -0.00481252 -0.365578
-0.00426725 -0.00482554 -0.3656
-0.00426668 -0.00482924 -0.365628
-0.00426662 -0.00482349 -0.365647
-0.00426692 -0.0048078 -0.365656
-0.0042642 -0.00478483 -0.365666
-0.00425984 -0.00476965 -0.365666
-0.0042521 -0.00476339 -0.365668
-0.00424846 -0.00477474 -0.365677
-0.00425186 -0.00478493 -0.365688
-0.00425008 -0.00480354 -0.365692
-0.00424403 -0.00481977 -0.365706
-0.00424231 -0.00483631 -0.365745
-0.00424661 -0.00483291 -0.365776
-0.00424567 -0.00482976 -0.365788
-0.00424221 -0.00480514 -0.365801
-0.0042482 -0.00477313 -0.365822
-0.00424984 -0.00475142 -0.365831
-0.00425007 -0.00473141 -0.365834
-0.00424982 -0.00472737 -0.365837
-0.00424501 -0.00473298 -0.365845
-0.00424878 -0.00475548 -0.36586
-0.00425697 -0.00477227 -0.365888
-0.00425946 -0.00479838 -0.365903
-0.00425372 -0.00480616 -0.365914
-0.00424678 -0.00479763 -0.365924
-0.00423667 -0.00478833 -0.365952
-0.00421864 -0.0047769 -0.365986
-0.00421108 -0.00474646 -0.366011
-0.00420749 -0.00472441 -0.366033
-0.00419902 -0.00470853 -0.366066
-0.00419158 -0.00471377 -0.366088
-0.00419094 -0.00472689 -0.366102
-0.00419118 -0.00473998 -0.366131
-0.00418793 -0.00476127 -0.366145
-0.00417682 -0.00477455 -0.366146
-0.00416922 -0.0047735 -0.366138
-0.00416721 -0.0047685 -0.366154
-0.00417874 -0.00475774 -0.366192
-0.00418221 -0.00474064 -0.366215
-0.00418926 -0.00473695 -0.366216
-0.00420226 -0.00470785 -0.366216
-0.0042064 -0.00468895 -0.36622
-0.0042218 -0.00467625 -0.366242
-0.00422637 -0.00467621 -0.366276
-0.00423509 -0.00467408 -0.3663
-0.00424726 -0.00467101 -0.366324
-0.00425368 -0.00467626 -0.366326
-0.00426222 -0.00469154 -0.366331
-0.00426475 -0.0046999 -0.366337
-0.00425889 -0.00470394 -0.366347
-0.00423825 -0.00469966 -0.366363
-0.00422946 -0.00469195 -0.366377
-0.00421933 -0.00468663 -0.366385
